Gene stable ID,Golden Hamster gene stable ID,Golden Hamster gene name,%id. target Golden Hamster gene identical to query gene,%id. query gene identical to target Golden Hamster gene,"Golden Hamster orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00000028860,ENSMAUG00000018014,Sytl1,86.9718,87.7442,1,Sytl1
ENSMUSG00000071291,ENSMAUG00000017814,Zfp58,78.5276,83.2972,1,Zfp58
ENSMUSG00000061361,ENSMAUG00000009119,,52.8846,86.3874,0,Olfr168
ENSMUSG00000047716,,,,,,Olfr736
ENSMUSG00000060090,ENSMAUG00000016141,Rp2,92.7954,92,1,Rp2
ENSMUSG00000104950,,,,,,4833413G10Rik
ENSMUSG00000022548,,,,,,Apod
ENSMUSG00000007415,ENSMAUG00000016455,Gatad1,93.2331,91.5129,1,Gatad1
ENSMUSG00000025813,ENSMAUG00000014428,Homer2,96.0452,96.3173,1,Homer2
ENSMUSG00000004455,,,,,,Ppp1cc
ENSMUSG00000118220,,,,,,Gm6192
ENSMUSG00000067656,,,,,,Slc22a27
ENSMUSG00000083383,,,,,,Olfr595-ps1
ENSMUSG00000030007,ENSMAUG00000020816,Cct7,97.7941,97.9742,1,Cct7
ENSMUSG00000086896,,,,,,Cyp4x1os
ENSMUSG00000091700,,,,,,Gm7876
ENSMUSG00000026701,ENSMAUG00000012265,,89.7321,89.7321,1,Prdx6
ENSMUSG00000028280,ENSMAUG00000019124,Gabrr1,89.7917,96.2054,1,Gabrr1
ENSMUSG00000038214,ENSMAUG00000021184,Bend3,92.6061,92.6061,1,Bend3
ENSMUSG00000106936,,,,,,Gm7554
ENSMUSG00000097100,,,,,,9230104M06Rik
ENSMUSG00000106827,,,,,,Gm7556
ENSMUSG00000094628,,,,,,Gm3252
ENSMUSG00000113519,,,,,,Gm47541
ENSMUSG00000011158,ENSMAUG00000000770,Brf1,96.1538,96.1538,1,Brf1
ENSMUSG00000028312,ENSMAUG00000014437,,13.0143,98.7261,0,Smc2
ENSMUSG00000020300,ENSMAUG00000011128,Cpeb4,99.0398,99.0398,1,Cpeb4
ENSMUSG00000057321,,,,,,Usp17ld
ENSMUSG00000110204,,,,,,Olfr501-ps1
ENSMUSG00000058014,,,,,,Olfr502
ENSMUSG00000091221,,,,,,Gm3084
ENSMUSG00000104891,,,,,,2510017J16Rik
ENSMUSG00000000149,ENSMAUG00000007824,Gna12,80.4749,100,1,Gna12
ENSMUSG00000097333,ENSMAUG00000014444,Zfp87,95.7407,95.7407,1,Zfp87
ENSMUSG00000005907,ENSMAUG00000014654,Pex1,81.1526,84.168,1,Pex1
ENSMUSG00000109250,,,,,,Gm5053
ENSMUSG00000101020,,,,,,Gm28377
ENSMUSG00000116973,,,,,,AV205837
ENSMUSG00000097882,,,,,,0610038B21Rik
ENSMUSG00000114049,,,,,,Gm48140
ENSMUSG00000074895,ENSMAUG00000000789,,33.2,79.8077,0,Eif4e1b
ENSMUSG00000060759,ENSMAUG00000015758,,91.0217,91.0217,1,Olfr503
ENSMUSG00000101931,,,,,,Gm28108
ENSMUSG00000047822,ENSMAUG00000014435,Angptl8,91.4141,91.4141,1,Angptl8
ENSMUSG00000006050,ENSMAUG00000012789,Sra1,86.6379,85.1695,1,Sra1
ENSMUSG00000110258,,,,,,Gm45406
ENSMUSG00000109873,,,,,,Gm45407
ENSMUSG00000115997,,,,,,Gm49404
ENSMUSG00000110410,,,,,,4933421D24Rik
ENSMUSG00000106261,,,,,,Gm34086
ENSMUSG00000060105,ENSMAUG00000006746,,55.3459,77.8761,1,Olfr504
ENSMUSG00000018973,ENSMAUG00000013237,Hoxb1,92.5926,92.5926,1,Hoxb1
ENSMUSG00000037148,ENSMAUG00000018597,Arhgap10,80.5343,85.4251,1,Arhgap10
ENSMUSG00000029408,ENSMAUG00000020424,,31.1024,88.4328,0,Abcb9
ENSMUSG00000101234,,,,,,1700007E05Rik
ENSMUSG00000028995,ENSMAUG00000000772,Fam126a,95.5854,95.5854,1,Fam126a
ENSMUSG00000108837,,,,,,Gm44865
ENSMUSG00000114212,,,,,,Gm47985
ENSMUSG00000109306,,,,,,Gm18410
ENSMUSG00000116690,,,,,,Gm49736
ENSMUSG00000098144,,,,,,1700029N11Rik
ENSMUSG00000114943,,,,,,Gm8947
ENSMUSG00000080802,,,,,,Gm13804
ENSMUSG00000075587,,,,,,Gm11531
ENSMUSG00000114694,,,,,,Gm47995
ENSMUSG00000006526,ENSMAUG00000021150,Stimate,98.6111,96.5986,1,Stimate
ENSMUSG00000115842,,,,,,Gm49092
ENSMUSG00000114582,,,,,,3110040M04Rik
ENSMUSG00000061904,ENSMAUG00000017601,Slc25a3,87.395,93.6937,1,Slc25a3
ENSMUSG00000082862,,,,,,Gm13806
ENSMUSG00000114591,,,,,,Gm47996
ENSMUSG00000106476,,,,,,Rpl36-ps9
ENSMUSG00000098124,,,,,,Gm27036
ENSMUSG00000075586,,,,,,Gm11529
ENSMUSG00000098107,,,,,,Gm27007
ENSMUSG00000101186,,,,,,Gm29235
ENSMUSG00000078091,,,,,,Gm10912
ENSMUSG00000097470,,,,,,Gm26587
ENSMUSG00000023068,ENSMAUG00000019803,Nus1,84.8485,86.5979,1,Nus1
ENSMUSG00000079173,ENSMAUG00000003221,Zan,71.2915,74.8257,1,Zan
ENSMUSG00000055560,ENSMAUG00000019345,,52.809,51.2727,0,Zfp459
ENSMUSG00000062012,ENSMAUG00000011649,Zfp13,81.9802,81.8182,1,Zfp13
ENSMUSG00000002803,ENSMAUG00000007406,Btbd6,87.9406,97.1311,1,Btbd6
ENSMUSG00000109652,,,,,,Gm45555
ENSMUSG00000114638,,,,,,Gm31834
ENSMUSG00000028553,ENSMAUG00000006669,Angptl3,85.4945,84.5652,1,Angptl3
ENSMUSG00000114895,,,,,,4930579J19Rik
ENSMUSG00000034690,ENSMAUG00000007012,,38.7984,61.9512,0,Nlrp4c
ENSMUSG00000034690,ENSMAUG00000000646,,8.24847,66.3934,0,Nlrp4c
ENSMUSG00000094192,ENSMAUG00000004972,Olfr452,73.1861,93.5484,1,Olfr452
ENSMUSG00000092230,,,,,,Gm18889
ENSMUSG00000113424,,,,,,Gm48161
ENSMUSG00000037627,ENSMAUG00000005717,Rgs22,83.0684,82.9365,1,Rgs22
ENSMUSG00000039004,ENSMAUG00000011185,Bmp6,93.9216,95.4183,1,Bmp6
ENSMUSG00000049115,ENSMAUG00000017279,,97.2145,97.2145,1,Agtr1a
ENSMUSG00000097610,,,,,,A930012L18Rik
ENSMUSG00000018239,ENSMAUG00000015151,Zcchc10,80.8989,85.7143,1,Zcchc10
ENSMUSG00000056394,ENSMAUG00000012577,Lig1,91.309,91.4071,1,Lig1
ENSMUSG00000004099,ENSMAUG00000019579,Dnmt1,80.6173,81.676,1,Dnmt1
ENSMUSG00000023150,ENSMAUG00000008792,Ivns1abp,98.7539,98.7539,1,Ivns1abp
ENSMUSG00000048280,,,,,,Zfp738
ENSMUSG00000071856,ENSMAUG00000019507,Mcc,96.4108,96.3147,1,Mcc
ENSMUSG00000036502,ENSMAUG00000007801,Tmem255a,98.8604,98.8604,1,Tmem255a
ENSMUSG00000068535,,,,,,Olfr169
ENSMUSG00000049686,ENSMAUG00000016052,Orai1,95.3947,96.0265,1,Orai1
ENSMUSG00000087395,,,,,,Gm12705
ENSMUSG00000001225,ENSMAUG00000006178,,36.5918,89.3548,0,Slc26a3
ENSMUSG00000107965,,,,,,Gm44259
ENSMUSG00000038991,ENSMAUG00000006635,Txndc5,73.3813,94.7368,1,Txndc5
ENSMUSG00000098678,ENSMAUG00000017993,Mroh6,70.3601,85.0921,1,Mroh6
ENSMUSG00000082171,,,,,,Rpl27-ps2
ENSMUSG00000026809,ENSMAUG00000019810,Spaca9,93.4524,93.4524,1,Spaca9
ENSMUSG00000100485,ENSMAUG00000014515,,29.7297,51.9685,0,Gm20920
ENSMUSG00000067702,ENSMAUG00000000873,,99.5556,99.3348,1,Tuba3a
ENSMUSG00000020299,ENSMAUG00000011483,4930524B15Rik,69.697,69.2771,1,4930524B15Rik
ENSMUSG00000021540,ENSMAUG00000014743,Smad5,97.6344,97.6344,1,Smad5
ENSMUSG00000105979,,,,,,Gm43411
ENSMUSG00000106555,,,,,,Gm2479
ENSMUSG00000084313,,,,,,Gm13809
ENSMUSG00000059974,ENSMAUG00000000605,Ntm,99.4186,99.4186,1,Ntm
ENSMUSG00000030068,,,,,,Gm20696
ENSMUSG00000062116,ENSMAUG00000011192,Zfp954,77.1635,86.059,1,Zfp954
ENSMUSG00000092384,,,,,,Gm4189
ENSMUSG00000103331,,,,,,Gm37995
ENSMUSG00000105311,,,,,,Gm44574
ENSMUSG00000097406,,,,,,Gm26833
ENSMUSG00000108129,,,,,,4930417O13Rik
ENSMUSG00000040354,ENSMAUG00000011482,Mars1,87.9121,90.7029,1,Mars1
ENSMUSG00000097563,,,,,,Gm26638
ENSMUSG00000083340,,,,,,Gm13156
ENSMUSG00000111937,,,,,,Gm46203
ENSMUSG00000102287,,,,,,Gm37003
ENSMUSG00000029474,ENSMAUG00000021526,,41.4894,92.8571,0,Rnf34
ENSMUSG00000102623,,,,,,Gm37673
ENSMUSG00000029020,ENSMAUG00000008664,Mfn2,97.4901,97.4901,1,Mfn2
ENSMUSG00000097371,,,,,,Gm26875
ENSMUSG00000112436,,,,,,Gm48403
ENSMUSG00000097484,,,,,,Gm26807
ENSMUSG00000021510,ENSMAUG00000014247,,47.482,66.4748,0,Zfp729a
ENSMUSG00000048895,ENSMAUG00000021140,Cdk5r1,99.6743,99.6743,1,Cdk5r1
ENSMUSG00000109194,,,,,,Gm44570
ENSMUSG00000057716,ENSMAUG00000017929,Tmem178b,94.964,95.6522,1,Tmem178b
ENSMUSG00000104818,,,,,,Gm43661
ENSMUSG00000068686,,,,,,Cd59b
ENSMUSG00000030067,ENSMAUG00000022171,Foxp1,97.305,98.8473,1,Foxp1
ENSMUSG00000062245,,,,,,Olfr170
ENSMUSG00000100947,,,,,,Gm28949
ENSMUSG00000043090,ENSMAUG00000013777,Zfp866,84.8077,84.8077,1,Zfp866
ENSMUSG00000100461,,,,,,Gm28948
ENSMUSG00000102382,,,,,,Gm38141
ENSMUSG00000108959,,,,,,Gm44697
ENSMUSG00000100684,,,,,,Gm20268
ENSMUSG00000100088,,,,,,Gm28801
ENSMUSG00000029602,ENSMAUG00000012354,,8.88611,97.2603,0,Rasal1
ENSMUSG00000031862,ENSMAUG00000022087,Atp13a1,97.4167,97.3356,1,Atp13a1
ENSMUSG00000082263,,,,,,Gm11188
ENSMUSG00000083882,,,,,,Gm11369
ENSMUSG00000039492,ENSMAUG00000020562,Ccdc27,67.9186,68.9984,1,Ccdc27
ENSMUSG00000112563,,,,,,Gm47608
ENSMUSG00000097565,,,,,,Gm26965
ENSMUSG00000106871,,,,,,Gm3289
ENSMUSG00000085449,,,,,,Gm15520
ENSMUSG00000112361,,,,,,Gm47607
ENSMUSG00000106709,,,,,,Gm30270
ENSMUSG00000112464,,,,,,Gm47609
ENSMUSG00000036672,ENSMAUG00000019766,Cenpt,68.932,68.932,1,Cenpt
ENSMUSG00000111887,,,,,,Gm47610
ENSMUSG00000029669,ENSMAUG00000013716,Tspan12,99.6721,99.6721,1,Tspan12
ENSMUSG00000053399,ENSMAUG00000022273,Adamts18,73.0107,85.249,1,Adamts18
ENSMUSG00000085638,,,,,,Gm15521
ENSMUSG00000112149,,,,,,Gm47611
ENSMUSG00000098781,ENSMAUG00000013346,,36.9748,43.5644,0,Gm28044
ENSMUSG00000098781,ENSMAUG00000019147,,45.3782,69.2308,0,Gm28044
ENSMUSG00000029475,ENSMAUG00000021362,Kdm2b,94.7288,95.458,1,Kdm2b
ENSMUSG00000031491,ENSMAUG00000006256,Chrna6,91.498,91.498,1,Chrna6
ENSMUSG00000108998,,,,,,Olfr505-ps1
ENSMUSG00000105742,,,,,,Gm42748
ENSMUSG00000097104,,,,,,Gm26579
ENSMUSG00000109471,,,,,,Gm19127
ENSMUSG00000105866,,,,,,Gm6745
ENSMUSG00000030888,ENSMAUG00000000324,Rrp8,77.7336,81.4583,1,Rrp8
ENSMUSG00000084117,,,,,,Olfr1063-ps1
ENSMUSG00000092103,,,,,,Gm17039
ENSMUSG00000109926,ENSMAUG00000002203,,62.7376,55.5556,1,Gm45808
ENSMUSG00000111062,,,,,,Gm47253
ENSMUSG00000060450,ENSMAUG00000014979,Rnf14,92.9897,94.9474,1,Rnf14
ENSMUSG00000071281,,,,,,Zfp65
ENSMUSG00000098354,,,,,,Rpap3-ps2
ENSMUSG00000110878,,,,,,Olfr1064-ps1
ENSMUSG00000070810,ENSMAUG00000000964,,72.6316,72.6316,1,Sult2a6
ENSMUSG00000048047,ENSMAUG00000008177,Zbtb33,89.1207,91.4373,1,Zbtb33
ENSMUSG00000111875,,,,,,Gm5425
ENSMUSG00000100222,,,,,,Psmb6-ps2
ENSMUSG00000023467,ENSMAUG00000015493,Tulp2,81.8505,83.3333,1,Tulp2
ENSMUSG00000050105,ENSMAUG00000015556,Grrp1,93.7269,93.3824,1,Grrp1
ENSMUSG00000029392,ENSMAUG00000001361,Rilpl1,78.3251,89.3258,1,Rilpl1
ENSMUSG00000037053,ENSMAUG00000014261,Azgp1,83.0619,81.7308,1,Azgp1
ENSMUSG00000085169,,,,,,Gm10785
ENSMUSG00000003119,ENSMAUG00000020063,Cdk12,92.5876,95.6159,1,Cdk12
ENSMUSG00000116632,,,,,,Magef1
ENSMUSG00000100065,,,,,,Gm18969
ENSMUSG00000080807,,,,,,Gm13117
ENSMUSG00000100355,,,,,,Gm28107
ENSMUSG00000115680,,,,,,Gm35167
ENSMUSG00000094692,,,,,,Olfr738
ENSMUSG00000100349,,,,,,Gm28188
ENSMUSG00000043068,ENSMAUG00000017441,Fam89a,91.4286,87.4317,1,Fam89a
ENSMUSG00000087190,,,,,,D430001F17Rik
ENSMUSG00000101646,,,,,,Gm28106
ENSMUSG00000063739,,,,,,Gm4963
ENSMUSG00000028394,ENSMAUG00000000366,Pole3,93.7931,93.1507,1,Pole3
ENSMUSG00000109732,,,,,,Gm45285
ENSMUSG00000100699,,,,,,Gm21765
ENSMUSG00000103886,,,,,,Gm37007
ENSMUSG00000101250,,,,,,Gm28105
ENSMUSG00000099375,,,,,,Gm28187
ENSMUSG00000108380,,,,,,Olfr737-ps1
ENSMUSG00000113057,,,,,,Gm48812
ENSMUSG00000100543,,,,,,Gm29127
ENSMUSG00000058240,ENSMAUG00000009644,Cryzl1,86.4943,90.3904,1,Cryzl1
ENSMUSG00000100352,,,,,,Gm28104
ENSMUSG00000057903,,,,,,Olfr739
ENSMUSG00000082073,,,,,,Gm13114
ENSMUSG00000110666,,,,,,Gm9172
ENSMUSG00000084190,,,,,,Gm11869
ENSMUSG00000008307,ENSMAUG00000002098,1700109H08Rik,74.2857,74.2857,1,1700109H08Rik
ENSMUSG00000027330,ENSMAUG00000013356,Cdc25b,87.1528,87.3043,1,Cdc25b
ENSMUSG00000028224,ENSMAUG00000021633,Nbn,55.2597,74.6403,1,Nbn
ENSMUSG00000111306,,,,,,Olfr1065
ENSMUSG00000035530,ENSMAUG00000003832,,89.3805,84.8739,0,Eif1
ENSMUSG00000108058,,,,,,Olfr451-ps1
ENSMUSG00000041126,ENSMAUG00000004789,H2az2,100,100,1,H2az2
ENSMUSG00000063800,ENSMAUG00000018029,,79.4872,94.2966,0,Prpf38a
ENSMUSG00000054431,,,,,,Olfr450
ENSMUSG00000114264,,,,,,Gm48095
ENSMUSG00000034764,,,,,,1700006J14Rik
ENSMUSG00000069206,,,,,,Zfp874a
ENSMUSG00000056290,,,,,,Ms4a4b
ENSMUSG00000112791,,,,,,Gm47612
ENSMUSG00000049576,,,,,,Zfa-ps
ENSMUSG00000110712,,,,,,Gm39662
ENSMUSG00000113010,,,,,,Gm34084
ENSMUSG00000110550,,,,,,Gm45856
ENSMUSG00000025583,ENSMAUG00000011027,Rptor,93.1086,96.9579,1,Rptor
ENSMUSG00000100248,,,,,,Gm28950
ENSMUSG00000031893,,,,,,Tsnaxip1
ENSMUSG00000083115,,,,,,Gm13386
ENSMUSG00000026807,ENSMAUG00000010208,Ak8,69.1023,88.7399,1,Ak8
ENSMUSG00000082180,,,,,,Gm12230
ENSMUSG00000090191,,,,,,9230105E05Rik
ENSMUSG00000110360,,,,,,Gm45380
ENSMUSG00000101623,,,,,,Gm21245
ENSMUSG00000113718,,,,,,Gm2645
ENSMUSG00000074170,ENSMAUG00000021194,Plekhf1,93.9068,93.9068,1,Plekhf1
ENSMUSG00000056758,ENSMAUG00000016780,Hmga2,72.093,86.1111,1,Hmga2
ENSMUSG00000001829,ENSMAUG00000019071,,44.3131,95.8466,0,Clpb
ENSMUSG00000100996,,,,,,Gm29169
ENSMUSG00000063535,,,,,,Zfp773
ENSMUSG00000083489,,,,,,Gm11784
ENSMUSG00000081711,,,,,,Gm11785
ENSMUSG00000100968,,,,,,Gm2098
ENSMUSG00000043866,ENSMAUG00000012796,Taf10,97.2477,97.2477,1,Taf10
ENSMUSG00000091040,,,,,,Gm9359
ENSMUSG00000117810,,,,,,Gm8934
ENSMUSG00000108483,,,,,,Gm45184
ENSMUSG00000118036,,,,,,Gm6386
ENSMUSG00000118309,,,,,,Gm50261
ENSMUSG00000118435,,,,,,Gm50482
ENSMUSG00000117735,,,,,,Gm18963
ENSMUSG00000106680,,,,,,Gm43852
ENSMUSG00000069806,ENSMAUG00000015739,Cacng7,100,100,1,Cacng7
ENSMUSG00000024805,ENSMAUG00000006268,Pcgf5,100,92.1875,1,Pcgf5
ENSMUSG00000027162,ENSMAUG00000021220,Lin7c,100,100,1,Lin7c
ENSMUSG00000074300,ENSMAUG00000011274,Smim31,80.2817,80.2817,1,Smim31
ENSMUSG00000049168,ENSMAUG00000016368,Olfr449,96.463,96.463,1,Olfr449
ENSMUSG00000000861,ENSMAUG00000010170,Bcl11a,99.4012,99.4012,1,Bcl11a
ENSMUSG00000100682,,,,,,Gm28103
ENSMUSG00000098506,,,,,,Phf20-ps
ENSMUSG00000099216,,,,,,Obox8
ENSMUSG00000109711,,,,,,Gm45445
ENSMUSG00000109620,,,,,,Gm48810
ENSMUSG00000106662,,,,,,Gm43034
ENSMUSG00000106026,,,,,,Gm43131
ENSMUSG00000025408,,,,,,Ddit3
ENSMUSG00000101915,ENSMAUG00000014515,,29.2793,51.1811,0,Gm28102
ENSMUSG00000058244,,,,,,Olfr506
ENSMUSG00000096438,,,,,,Gapdh-ps15
ENSMUSG00000067848,,,,,,4933402N22Rik
ENSMUSG00000099770,,,,,,Gm28623
ENSMUSG00000109793,,,,,,Gm10043
ENSMUSG00000036097,ENSMAUG00000017620,Slf2,92.6913,92.6117,1,Slf2
ENSMUSG00000107620,,,,,,Gm44256
ENSMUSG00000101515,,,,,,Gm21899
ENSMUSG00000082796,,,,,,Gm13385
ENSMUSG00000061000,ENSMAUG00000007712,,89.2405,89.8089,0,Olfr507
ENSMUSG00000061000,ENSMAUG00000004043,,66.1392,73.5916,1,Olfr507
ENSMUSG00000113920,,,,,,Gm18783
ENSMUSG00000099559,,,,,,Gm29063
ENSMUSG00000112552,,,,,,Gm36065
ENSMUSG00000110339,,,,,,Vmn2r-ps35
ENSMUSG00000079988,,,,,,Gm11970
ENSMUSG00000030890,ENSMAUG00000019863,Ilk,99.5575,99.5575,1,Ilk
ENSMUSG00000020326,ENSMAUG00000008874,Ccng1,95.5782,95.5782,1,Ccng1
ENSMUSG00000079156,,,,,,Smok3b
ENSMUSG00000113492,,,,,,Gm47792
ENSMUSG00000099637,,,,,,Gm28737
ENSMUSG00000047735,,,,,,Samd9l
ENSMUSG00000098782,,,,,,Mrps36-ps3
ENSMUSG00000063764,,,,,,Olfr508
ENSMUSG00000083693,,,,,,Gm11971
ENSMUSG00000113977,,,,,,Gm34276
ENSMUSG00000105171,,,,,,Gm5288
ENSMUSG00000107673,,,,,,Crs-ps
ENSMUSG00000002477,ENSMAUG00000016467,,78.1513,83.7838,0,Snrpd1
ENSMUSG00000002477,ENSMAUG00000016502,,78.1513,83.7838,0,Snrpd1
ENSMUSG00000099516,,,,,,Gm29066
ENSMUSG00000100746,,,,,,Gm28716
ENSMUSG00000106118,,,,,,Gm18038
ENSMUSG00000103740,,,,,,Gm38242
ENSMUSG00000028587,ENSMAUG00000013045,Orc1,79.2857,78.6305,1,Orc1
ENSMUSG00000099675,,,,,,Gm28717
ENSMUSG00000105155,,,,,,Gm42910
ENSMUSG00000084280,,,,,,Gm11972
ENSMUSG00000099351,,,,,,Gm28776
ENSMUSG00000101770,,,,,,Gm28718
ENSMUSG00000049280,,,,,,Olfr509
ENSMUSG00000099489,,,,,,Gm21787
ENSMUSG00000030737,ENSMAUG00000017960,,17.7489,84.2466,0,Slco2b1
ENSMUSG00000024581,ENSMAUG00000000968,Napg,50.3205,83.5106,1,Napg
ENSMUSG00000060480,,,,,,Olfr171
ENSMUSG00000113560,,,,,,Gm48519
ENSMUSG00000075599,,,,,,Smok3a
ENSMUSG00000024306,ENSMAUG00000012600,Ccdc178,59.9307,64.3921,1,Ccdc178
ENSMUSG00000113651,,,,,,Gm4900
ENSMUSG00000095432,,,,,,Zfp748
ENSMUSG00000112973,,,,,,Gm48520
ENSMUSG00000107815,,,,,,Gm44257
ENSMUSG00000116429,,,,,,Ddit3
ENSMUSG00000022241,ENSMAUG00000000562,,14.2659,76.2963,0,Tars
ENSMUSG00000081660,,,,,,Gm11787
ENSMUSG00000071818,,,,,,4930417O22Rik
ENSMUSG00000041439,ENSMAUG00000021275,Mfsd6,92.0655,92.0655,1,Mfsd6
ENSMUSG00000092544,,,,,,Gm20422
ENSMUSG00000091304,,,,,,Speer6-ps1
ENSMUSG00000061923,ENSMAUG00000009381,Odf1,91.129,93.0041,1,Odf1
ENSMUSG00000092260,ENSMAUG00000012846,Zfp963,64.4909,78.1646,1,Zfp963
ENSMUSG00000108437,,,,,,Gm19366
ENSMUSG00000045045,ENSMAUG00000015996,Lrfn4,99.3711,99.3711,1,Lrfn4
ENSMUSG00000054256,ENSMAUG00000016820,Msi1,66.5746,99.177,1,Msi1
ENSMUSG00000075598,,,,,,Smok3c
ENSMUSG00000107862,,,,,,Gm44151
ENSMUSG00000026388,ENSMAUG00000010977,3110009E18Rik,83.3333,82.0312,1,3110009E18Rik
ENSMUSG00000053395,ENSMAUG00000022069,Cacng8,93.1442,95.6311,1,Cacng8
ENSMUSG00000099565,,,,,,Gm28738
ENSMUSG00000100343,,,,,,Gm20923
ENSMUSG00000108696,,,,,,Gm5738
ENSMUSG00000034538,,,,,,Zfp418
ENSMUSG00000024892,ENSMAUG00000017333,Pcx,98.2188,98.3022,1,Pcx
ENSMUSG00000108381,,,,,,Gm9299
ENSMUSG00000078994,,,,,,Zfp429
ENSMUSG00000101890,,,,,,Gm3116
ENSMUSG00000117972,,,,,,Gm6813
ENSMUSG00000117956,,,,,,Gm50196
ENSMUSG00000074811,ENSMAUG00000002039,Hps6,88.1988,88.0893,1,Hps6
ENSMUSG00000113271,,,,,,Gm40653
ENSMUSG00000099989,,,,,,Gm20281
ENSMUSG00000048559,,,,,,4930555K19Rik
ENSMUSG00000007613,ENSMAUG00000013435,Tgfbr1,98.2107,97.4359,1,Tgfbr1
ENSMUSG00000030822,ENSMAUG00000009198,Prr14,83.9869,84.1244,1,Prr14
ENSMUSG00000097690,,,,,,4930505N22Rik
ENSMUSG00000116178,,,,,,Gm49529
ENSMUSG00000114003,,,,,,Gm9616
ENSMUSG00000039901,ENSMAUG00000019449,Armh3,98.5486,98.5486,1,Armh3
ENSMUSG00000053211,,,,,,Zfy1
ENSMUSG00000106102,,,,,,Gm43493
ENSMUSG00000029729,ENSMAUG00000012943,Zkscan1,94.2959,94.1281,1,Zkscan1
ENSMUSG00000000732,ENSMAUG00000019140,Icosl,51.5528,51.5528,1,Icosl
ENSMUSG00000082516,,,,,,Gm13342
ENSMUSG00000025716,ENSMAUG00000007073,,44.4787,95.7503,0,Myo3a
ENSMUSG00000098692,,,,,,Gm28041
ENSMUSG00000085516,,,,,,4930538E20Rik
ENSMUSG00000114887,,,,,,Gm48894
ENSMUSG00000028251,ENSMAUG00000014500,Tstd3,83.4395,82.9114,1,Tstd3
ENSMUSG00000078995,ENSMAUG00000016437,,75.3275,75.4923,0,Zfp456
ENSMUSG00000096107,,,,,,Gm16505
ENSMUSG00000113636,,,,,,Gm8616
ENSMUSG00000112968,,,,,,Gm48530
ENSMUSG00000107585,,,,,,3300002P13Rik
ENSMUSG00000086612,,,,,,Gm12064
ENSMUSG00000096209,ENSMAUG00000007712,,84.0764,84.0764,0,Olfr510
ENSMUSG00000096209,ENSMAUG00000004043,,63.6943,70.4225,0,Olfr510
ENSMUSG00000063590,,,,,,Slc22a28
ENSMUSG00000044156,ENSMAUG00000020480,Hepacam2,89.6328,89.6328,1,Hepacam2
ENSMUSG00000084968,,,,,,Gm12743
ENSMUSG00000028252,ENSMAUG00000014657,Ccnc,100,100,1,Ccnc
ENSMUSG00000098905,,,,,,Zfp953
ENSMUSG00000037601,,,,,,Nme1
ENSMUSG00000118204,,,,,,4930414N06Rik
ENSMUSG00000070570,ENSMAUG00000000717,Slc17a7,98.75,94.5299,1,Slc17a7
ENSMUSG00000112662,,,,,,Gm47922
ENSMUSG00000074639,ENSMAUG00000016734,,45.9119,69.1943,0,Rdh16f2
ENSMUSG00000001494,ENSMAUG00000022271,Sost,94.3128,93.4272,1,Sost
ENSMUSG00000028636,ENSMAUG00000000707,Ppcs,92.926,87.8419,1,Ppcs
ENSMUSG00000103398,,,,,,Gm38307
ENSMUSG00000117932,,,,,,Gm21046
ENSMUSG00000109935,,,,,,Gm7619
ENSMUSG00000118271,,,,,,Gm50262
ENSMUSG00000110283,,,,,,Gm45249
ENSMUSG00000004612,ENSMAUG00000015246,Nkg7,82.4242,82.4242,1,Nkg7
ENSMUSG00000110086,ENSMAUG00000017385,Gm45623,97.0874,97.0874,1,Gm45623
ENSMUSG00000110226,,,,,,Gm7624
ENSMUSG00000038784,ENSMAUG00000020415,Cnot4,98.3099,98.3099,1,Cnot4
ENSMUSG00000100302,,,,,,Gm29670
ENSMUSG00000113534,,,,,,Gm19163
ENSMUSG00000078815,ENSMAUG00000009475,Cacng6,90.7692,90.4215,1,Cacng6
ENSMUSG00000090622,,,,,,A930033H14Rik
ENSMUSG00000107816,,,,,,Gm29799
ENSMUSG00000025480,ENSMAUG00000021029,Syce1,82.0669,81.8182,1,Syce1
ENSMUSG00000085882,,,,,,2610507I01Rik
ENSMUSG00000067825,ENSMAUG00000021306,Pex26,82.6229,83.7209,1,Pex26
ENSMUSG00000019944,ENSMAUG00000021113,Rhobtb1,96.4029,96.4029,1,Rhobtb1
ENSMUSG00000091228,ENSMAUG00000002359,Gm20390,97.7528,97.7528,1,Gm20390
ENSMUSG00000082884,,,,,,Gm13339
ENSMUSG00000046753,ENSMAUG00000009487,Ccdc66,77.6471,78.1485,1,Ccdc66
ENSMUSG00000083863,,,,,,Gm13341
ENSMUSG00000083563,,,,,,Gm13340
ENSMUSG00000020857,,,,,,Nme2
ENSMUSG00000086502,,,,,,B130055M24Rik
ENSMUSG00000093384,,,,,,Gm20689
ENSMUSG00000004988,ENSMAUG00000013168,Fxyd4,84.0909,85.0575,1,Fxyd4
ENSMUSG00000093402,,,,,,Gm18588
ENSMUSG00000108465,,,,,,Gm45110
ENSMUSG00000027778,ENSMAUG00000002847,,26.5122,98.5646,0,Ift80
ENSMUSG00000048921,ENSMAUG00000017985,Zfp689,78.4,90.5312,1,Zfp689
ENSMUSG00000117816,,,,,,Gm50360
ENSMUSG00000020886,ENSMAUG00000019871,Dlg4,96.6851,99.1501,1,Dlg4
ENSMUSG00000117960,,,,,,Gm31933
ENSMUSG00000098224,,,,,,Gm7985
